RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_salary_ratio,products_per_year,age_group,engagement_score,credit_score_band,is_zero_balance,high_value_customer,tenure_stability,age_tenure_ratio,inactive_high_balance,clv_estimated,Exited
188,11731195,308,0,1,32,5,0.0,1,1,0,22907.61,0.0,0.16666666666666666,1,0.275,0,1,0,1,5.333333333333333,0,1154.55,0
189,17596610,300,1,1,72,2,0.0,2,1,1,51974.58,0.0,0.6666666666666666,3,0.85,0,1,0,0,24.0,0,2532.2,1
190,15474022,396,0,1,74,5,0.0,1,0,1,53461.25,0.0,0.16666666666666666,3,0.575,0,1,0,1,12.333333333333334,0,2694.5,0
191,14265740,491,2,0,55,9,215824.1,1,1,1,73699.67,2.9283872181894686,0.1,2,0.775,0,0,0,2,5.5,0,4565.75,0
192,14593897,327,0,1,74,9,47180.45,1,1,0,69238.9,0.6814055190720957,0.1,3,0.275,0,0,0,2,7.4,0,4287.76,0
193,11269892,388,0,1,73,8,0.0,2,1,0,54501.85,0.0,0.2222222222222222,3,0.35,0,1,0,2,8.11111111111111,0,3754.14,0
194,13087192,766,2,1,64,5,0.0,1,1,1,33147.59,0.0,0.16666666666666666,3,0.775,3,1,0,1,10.666666666666666,0,1670.89,0
195,11255366,770,0,1,33,1,10524.24,2,1,1,109148.08,0.09642078522329277,1.0,1,0.85,3,0,0,0,16.5,0,4951.32,0
196,12180976,459,0,0,49,4,183746.22,2,1,0,145165.92,1.2657582044173699,0.4,2,0.35,0,0,0,1,9.8,1,5000.0,0
197,12578783,821,1,1,79,0,0.0,1,1,1,182582.21,0.0,1.0,3,0.775,4,1,0,0,79.0,0,5000.0,0
198,16730544,364,2,0,41,1,152193.78,1,1,0,62396.02,2.439119368200597,0.5,1,0.275,0,0,0,0,20.5,1,2427.51,0
199,17101284,317,0,0,67,3,182234.09,2,0,0,135502.11,1.344870165710588,0.5,3,0.15,0,0,0,1,16.75,1,5000.0,1
200,19490321,495,0,0,80,7,125487.73,1,0,1,110236.44,1.138340385988644,0.125,3,0.575,0,0,0,2,10.0,0,5000.0,0
201,11450660,445,2,0,57,8,165825.68,1,1,1,177937.98,0.9319244158868393,0.1111111111111111,2,0.775,0,0,1,2,6.333333333333333,0,5000.0,0
202,10797916,342,2,0,56,6,64081.38,1,1,1,142061.88,0.45107757916776003,0.14285714285714285,2,0.775,0,0,0,2,8.0,0,5000.0,0
203,14304183,766,1,1,32,2,205376.19,1,0,1,44761.16,4.588165316419047,0.3333333333333333,1,0.575,3,0,0,0,10.666666666666666,0,1871.53,0
204,12080027,839,0,1,55,7,55527.32,2,1,1,60602.69,0.9162366185953363,0.25,2,0.85,4,0,0,2,6.875,0,3971.54,0
205,12929414,448,0,0,21,10,0.0,1,0,0,128651.88,0.0,0.09090909090909091,0,0.075,0,1,0,2,1.9090909090909092,0,5000.0,0
206,18867238,473,0,0,26,7,0.0,2,1,1,152724.59,0.0,0.25,0,0.85,0,1,0,2,3.25,0,5000.0,0
207,10223192,695,0,1,58,8,0.0,2,0,0,24952.95,0.0,0.2222222222222222,2,0.15,2,1,0,2,6.444444444444445,0,1718.97,1
208,12216186,814,1,1,34,9,0.0,3,0,1,132811.33,0.0,0.3,1,0.725,4,1,0,2,3.4,0,5000.0,0
209,12190783,458,0,1,44,7,94959.7,2,1,0,42379.59,2.240641293573308,0.25,1,0.35,0,0,0,2,5.5,1,2777.75,0
210,13533532,676,1,1,45,9,0.0,1,0,1,189157.98,0.0,0.1,1,0.575,2,1,0,2,4.5,0,5000.0,0
211,17967811,312,1,1,53,3,213480.35,1,0,0,193113.72,1.1054587138670735,0.25,2,0.075,0,0,1,1,13.25,1,5000.0,1
212,15833836,611,1,1,70,3,160920.28,1,0,1,173248.22,0.928836966769605,0.25,3,0.575,1,0,1,1,17.5,0,5000.0,0
213,14400390,843,0,1,51,1,31590.14,2,0,0,173501.57,0.18207303788064924,1.0,2,0.15,4,0,0,0,25.5,0,5000.0,0
214,10041709,561,2,0,81,2,0.0,2,0,0,192616.54,0.0,0.6666666666666666,3,0.15,0,1,0,0,27.0,0,5000.0,0
215,18745062,653,1,0,54,6,0.0,1,1,0,64352.75,0.0,0.14285714285714285,2,0.275,1,1,0,2,7.714285714285714,0,3428.91,0
216,10302165,678,1,0,92,10,0.0,2,1,0,109296.75,0.0,0.18181818181818182,3,0.35,2,1,0,2,8.363636363636363,0,5000.0,0
217,11174229,648,0,0,92,2,201343.83,1,1,0,35441.73,5.680821708711489,0.3333333333333333,3,0.275,1,0,0,0,30.666666666666668,1,1482.25,1
218,11964857,678,0,1,50,7,0.0,2,0,0,96674.25,0.0,0.25,2,0.15,2,1,0,2,6.25,0,5000.0,0
219,14145570,788,2,1,75,0,0.0,1,0,0,29884.43,0.0,1.0,3,0.075,3,1,0,0,75.0,0,1076.11,0
220,18216894,305,0,0,51,10,0.0,1,1,1,141416.3,0.0,0.09090909090909091,2,0.775,0,1,0,2,4.636363636363637,0,5000.0,0
221,18352961,787,0,0,83,5,7527.05,1,0,1,24376.47,0.30877076251145014,0.16666666666666666,3,0.575,3,0,0,1,13.833333333333334,0,1228.91,0
222,10433633,800,0,0,75,5,78653.96,3,1,1,173317.89,0.4538106607998701,0.5,3,0.925,4,0,0,1,12.5,0,5000.0,0
223,15827820,798,1,0,43,3,218194.03,2,1,1,171798.65,1.2700493278071288,0.5,1,0.85,3,0,1,1,10.75,0,5000.0,0
224,16744035,502,2,0,42,10,0.0,1,0,1,193467.72,0.0,0.09090909090909091,1,0.575,0,1,0,2,3.8181818181818183,0,5000.0,0
225,15780384,621,0,0,84,4,0.0,2,1,1,15173.81,0.0,0.4,3,0.85,1,1,0,1,16.8,0,841.41,0
226,13992688,494,2,0,58,1,249431.47,1,0,1,165536.55,1.506796917074102,0.5,2,0.575,0,0,1,0,29.0,0,5000.0,0
227,13947775,763,0,0,70,6,0.0,1,0,0,65640.67,0.0,0.14285714285714285,3,0.075,3,1,0,2,10.0,0,3497.59,0
228,11860135,524,1,1,68,6,0.0,2,0,0,47217.09,0.0,0.2857142857142857,3,0.15,0,1,0,2,9.714285714285714,0,2935.14,1
229,15277451,472,1,1,30,8,31868.03,1,1,1,152605.47,0.20882489451462968,0.1111111111111111,0,0.775,0,0,0,2,3.3333333333333335,0,5000.0,0
230,12268421,677,0,1,35,5,46828.02,2,1,1,32812.34,1.4271031233029006,0.3333333333333333,1,0.85,2,0,0,1,5.833333333333333,0,1930.04,0
231,19990051,327,0,1,85,3,122133.69,1,1,0,176401.22,0.692359143779483,0.25,3,0.275,0,0,0,1,21.25,1,5000.0,1
232,13473033,507,0,0,38,0,240072.44,2,0,1,176312.69,1.3616210970344957,2.0,1,0.65,0,0,1,0,38.0,0,5000.0,0
233,15763107,413,2,1,83,10,0.0,1,0,0,115632.58,0.0,0.09090909090909091,3,0.075,0,1,0,2,7.545454545454546,0,5000.0,0
234,15869043,505,1,1,44,2,0.0,1,1,1,90319.18,0.0,0.3333333333333333,1,0.775,0,1,0,0,14.666666666666666,0,3771.84,0
235,11478832,547,2,0,81,3,0.0,1,0,1,179001.23,0.0,0.25,3,0.575,0,1,0,1,20.25,0,5000.0,0
236,17859403,334,2,1,61,1,0.0,2,1,0,145350.8,0.0,1.0,3,0.35,0,1,0,0,30.5,0,5000.0,0
237,12483237,776,0,0,25,2,185468.8,3,1,1,16115.51,11.508000181180664,1.0,0,0.925,3,0,0,0,8.333333333333334,0,899.43,0
238,15420781,529,2,1,38,0,140114.84,1,0,0,88283.72,1.5870791683996959,1.0,1,0.075,0,0,0,0,38.0,1,3179.74,0
239,14831861,497,0,1,89,3,101415.55,1,0,0,91658.11,1.1064426656553834,0.25,3,0.075,0,0,0,1,22.25,1,4092.74,0
240,13301537,382,0,1,33,10,31924.92,2,1,1,172667.16,0.1848917600094887,0.18181818181818182,1,0.85,0,0,0,2,3.0,0,5000.0,0
241,10408992,848,2,1,35,2,156849.26,1,1,1,177722.54,0.8825463413569188,0.3333333333333333,1,0.775,4,0,0,0,11.666666666666666,0,5000.0,0
242,13149250,771,2,1,29,10,36284.17,1,1,0,113277.09,0.32031057373937005,0.09090909090909091,0,0.275,3,0,0,2,2.6363636363636362,0,5000.0,0
243,15045337,565,0,1,63,6,0.0,1,1,0,31330.4,0.0,0.14285714285714285,3,0.275,0,1,0,2,9.0,0,1669.43,1
244,17702300,484,1,1,78,9,0.0,1,1,1,125724.69,0.0,0.1,3,0.775,0,1,0,2,7.8,0,5000.0,0
245,13641751,557,1,1,88,6,151148.47,2,1,0,97481.55,1.5505182209533912,0.2857142857142857,3,0.35,0,0,0,2,12.571428571428571,1,5000.0,1
246,10337124,829,2,0,84,10,0.0,1,1,0,90355.29,0.0,0.09090909090909091,3,0.275,4,1,0,2,7.636363636363637,0,5000.0,0
247,19833781,421,1,1,84,6,0.0,1,1,1,197021.35,0.0,0.14285714285714285,3,0.775,0,1,0,2,12.0,0,5000.0,0
248,11957073,677,0,1,85,9,111966.5,1,1,0,199206.93,0.5620584481752308,0.1,3,0.275,2,0,0,2,8.5,1,5000.0,0
249,14992414,797,0,1,60,0,0.0,1,1,1,87823.71,0.0,1.0,2,0.775,3,1,0,0,60.0,0,3161.92,0
250,15860163,716,0,0,79,10,75496.25,2,0,0,187570.61,0.4024929465605163,0.18181818181818182,3,0.15,2,0,0,2,7.181818181818182,1,5000.0,0
251,10383471,779,1,0,65,0,0.0,1,1,1,56474.92,0.0,1.0,3,0.775,3,1,0,0,65.0,0,2033.36,1
252,16224141,822,2,0,28,2,39730.77,2,1,0,46763.98,0.8495838125024322,0.6666666666666666,0,0.35,4,0,0,0,9.333333333333334,0,2279.02,0
253,19189938,333,0,0,19,8,109565.2,4,0,0,134777.57,0.812927455752053,0.4444444444444444,0,0.3,0,0,0,2,2.111111111111111,1,5000.0,0
254,16719566,431,0,1,25,2,0.0,1,1,0,105088.3,0.0,0.3333333333333333,0,0.275,0,1,0,0,8.333333333333334,0,4388.56,0
255,17716177,379,0,0,43,0,0.0,2,1,0,151695.85,0.0,2.0,1,0.35,0,1,0,0,43.0,0,5000.0,0
256,11660341,612,1,1,55,9,34233.4,1,1,0,30877.98,1.1086311788796133,0.1,2,0.275,1,0,0,2,5.5,0,1912.48,0
257,14316506,524,2,0,65,5,41579.15,1,0,0,101659.04,0.4090019047798919,0.16666666666666666,3,0.075,0,0,0,1,10.833333333333334,0,5000.0,0
258,19973312,322,0,1,57,5,0.0,2,1,1,139537.27,0.0,0.3333333333333333,2,0.85,0,1,0,1,9.5,0,5000.0,0
259,15520191,607,0,1,45,3,10487.66,1,1,1,105203.31,0.0996885013551251,0.25,1,0.775,1,0,0,1,11.25,0,4696.55,0
260,19063690,355,1,0,72,7,0.0,2,1,1,64402.18,0.0,0.25,3,0.85,0,1,0,2,9.0,0,4219.66,0
261,16920915,524,0,0,82,3,0.0,2,0,0,105154.46,0.0,0.5,3,0.15,0,1,0,1,20.5,0,5000.0,1
262,16571818,501,2,0,34,6,159101.81,3,0,1,121196.57,1.3127475245584543,0.42857142857142855,1,0.725,0,0,0,2,4.857142857142857,0,5000.0,1
263,15479771,792,0,1,37,1,0.0,2,1,1,114567.85,0.0,1.0,1,0.85,3,1,0,0,18.5,0,5000.0,0
264,12789471,676,0,1,87,3,30378.81,2,1,1,117518.93,0.25849921796243414,0.5,3,0.85,2,0,0,1,21.75,0,5000.0,0
265,16908110,643,2,1,90,0,248572.69,2,1,0,94129.84,2.640714669071263,2.0,3,0.35,1,0,0,0,90.0,1,3956.13,1
266,17925823,758,0,1,41,3,215541.79,1,1,0,72891.54,2.956980097003068,0.25,1,0.275,3,0,0,1,10.25,1,3256.28,0
267,14548393,399,0,1,56,4,0.0,1,1,0,23379.37,0.0,0.2,2,0.275,0,1,0,1,11.2,0,1111.04,0
268,15287102,441,0,1,61,8,50824.88,2,1,0,18830.18,2.6989747854356443,0.2222222222222222,3,0.35,0,0,0,2,6.777777777777778,1,1297.61,1
269,16373190,714,0,0,65,9,110572.95,1,0,1,111424.37,0.9923498571285875,0.1,3,0.575,2,0,0,2,6.5,0,5000.0,0
270,17585461,712,0,1,82,5,0.0,2,0,0,173167.47,0.0,0.3333333333333333,3,0.15,2,1,0,1,13.666666666666666,0,5000.0,0
271,15049477,311,0,0,25,10,0.0,1,1,1,159278.63,0.0,0.09090909090909091,0,0.775,0,1,0,2,2.272727272727273,0,5000.0,0
272,13595656,423,0,0,57,3,239545.35,2,0,0,111888.19,2.140915936561879,0.5,2,0.15,0,0,0,1,14.25,1,5000.0,1
273,10016725,425,0,0,34,5,239032.06,2,0,0,131504.92,1.8176524676607713,0.3333333333333333,1,0.15,0,0,0,1,5.666666666666667,1,5000.0,0
274,15434638,303,1,1,74,6,0.0,1,1,0,195525.09,0.0,0.14285714285714285,3,0.275,0,1,0,2,10.571428571428571,0,5000.0,0
275,16922729,664,1,1,62,1,53278.92,2,1,1,193774.97,0.2749511201001858,1.0,3,0.85,1,0,0,0,31.0,0,5000.0,1
276,10775299,329,0,1,74,4,94198.71,2,1,1,199013.02,0.47332700480096834,0.4,3,0.85,0,0,0,1,14.8,0,5000.0,0
277,18204566,763,0,0,85,9,0.0,2,0,1,13132.72,0.0,0.2,3,0.65,3,1,0,2,8.5,0,948.96,0
278,15453688,622,1,1,77,5,0.0,1,0,0,130879.64,0.0,0.16666666666666666,3,0.075,1,1,0,1,12.833333333333334,0,5000.0,0
279,16487721,719,2,1,82,10,0.0,1,1,1,151563.71,0.0,0.09090909090909091,3,0.775,2,1,0,2,7.454545454545454,0,5000.0,0
280,10391459,573,2,0,78,7,120202.0,2,1,0,29583.76,4.062970259011735,0.25,3,0.35,0,0,0,2,9.75,1,1939.68,0
281,16102538,834,0,0,64,1,50142.17,1,0,0,79014.99,0.634582569932997,0.5,3,0.075,4,0,0,0,32.0,1,3072.9,1
282,12455738,449,0,0,47,5,0.0,1,0,1,41372.72,0.0,0.16666666666666666,2,0.575,0,1,0,1,7.833333333333333,0,2085.27,0
283,18839395,607,0,1,43,4,105742.87,2,1,0,83078.93,1.2727847748547694,0.4,1,0.35,1,0,0,1,8.6,1,4607.12,0
284,18536560,303,0,0,45,10,132228.07,1,0,1,93829.12,1.4092284012852165,0.09090909090909091,1,0.575,0,0,0,2,4.090909090909091,0,5000.0,0
285,14476787,758,1,1,63,3,231139.06,3,1,1,43890.09,5.26619548523402,0.75,3,0.925,3,0,0,1,15.75,0,2614.9,0
286,18157938,612,0,1,78,5,0.0,1,0,1,104255.98,0.0,0.16666666666666666,3,0.575,1,1,0,1,13.0,0,5000.0,0
287,14843734,396,0,0,45,7,0.0,2,0,0,45640.69,0.0,0.25,1,0.15,0,1,0,2,5.625,0,2990.43,0
288,14163537,750,0,0,61,10,81159.88,1,1,0,185235.58,0.43814175364282804,0.09090909090909091,3,0.275,3,0,0,2,5.545454545454546,1,5000.0,0
289,16832195,845,1,1,49,6,0.0,1,1,0,42200.56,0.0,0.14285714285714285,2,0.275,4,1,0,2,7.0,0,2248.74,0
290,14120005,337,0,1,63,9,0.0,2,1,1,107384.33,0.0,0.2,3,0.85,0,1,0,2,6.3,0,5000.0,0
291,13112049,766,2,1,79,1,99360.37,1,0,1,75415.29,1.3174921492425575,0.5,3,0.575,3,0,0,0,39.5,0,2933.39,0
292,11682041,705,0,0,48,9,113597.92,1,1,1,90321.98,1.2576856963753853,0.1,2,0.775,2,0,0,2,4.8,0,5000.0,0
293,13886490,495,2,0,47,2,188939.78,1,1,1,83981.43,2.2497536687138013,0.3333333333333333,2,0.775,0,0,0,0,15.666666666666666,0,3509.06,0
294,18297355,649,0,1,33,8,45732.36,1,1,1,195945.29,0.23339232398837456,0.1111111111111111,1,0.775,1,0,0,2,3.6666666666666665,0,5000.0,0
295,10791679,732,2,1,55,5,89905.32,2,0,1,136086.68,0.6606426092354577,0.3333333333333333,2,0.65,2,0,0,1,9.166666666666666,0,5000.0,0
296,11962439,564,2,0,52,6,0.0,2,1,0,19257.66,0.0,0.2857142857142857,2,0.35,0,1,0,2,7.428571428571429,0,1197.2,1
297,10774582,667,2,0,30,1,166110.19,1,1,0,168665.99,0.9848411357788505,0.5,0,0.275,1,0,1,0,15.0,1,5000.0,0
298,10711793,326,2,1,90,5,0.0,1,1,1,113632.3,0.0,0.16666666666666666,3,0.775,0,1,0,1,15.0,0,5000.0,0
299,17872442,809,2,0,82,0,28207.93,2,0,1,32137.75,0.877692194002567,2.0,3,0.65,4,0,0,0,82.0,0,1350.35,0
300,16522309,808,1,0,39,6,181027.67,1,1,0,99604.35,1.8174492635184756,0.14285714285714285,1,0.275,4,0,0,2,5.571428571428571,1,5000.0,1
301,18701784,415,2,1,88,4,94706.47,1,0,0,35364.75,2.6779149318196276,0.2,3,0.075,0,0,0,1,17.6,1,1681.54,0
302,19055347,563,0,0,38,2,45575.81,3,1,1,115926.61,0.39314025364621935,1.0,1,0.925,0,0,0,0,12.666666666666666,0,5000.0,1
303,16934103,431,1,0,49,5,0.0,2,1,1,80435.78,0.0,0.3333333333333333,2,0.85,0,1,0,1,8.166666666666666,0,4729.7,0
304,18899508,520,1,1,27,2,151562.59,1,1,0,22693.06,6.678513672740796,0.3333333333333333,0,0.275,0,0,0,0,9.0,1,949.3,1
305,17291129,451,2,0,63,0,0.0,1,1,1,134176.43,0.0,1.0,3,0.775,0,1,0,0,63.0,0,4830.43,0
306,19206339,774,0,0,54,0,184318.33,2,1,0,54347.9,3.391390258128499,2.0,2,0.35,3,0,0,0,54.0,1,2284.71,0
307,17328144,682,0,1,38,3,0.0,2,0,0,155609.83,0.0,0.5,1,0.15,2,1,0,1,9.5,0,5000.0,0
308,11659116,765,1,1,39,8,0.0,1,0,0,181724.52,0.0,0.1111111111111111,1,0.075,3,1,0,2,4.333333333333333,0,5000.0,0
309,10642906,736,0,0,88,6,0.0,2,1,1,56123.02,0.0,0.2857142857142857,3,0.85,2,1,0,2,12.571428571428571,0,3488.84,0
310,19477265,700,0,1,69,1,240740.99,2,0,0,68110.7,3.5345027359469814,1.0,3,0.15,2,0,0,0,34.5,1,3092.13,0
311,16577507,391,0,1,29,4,24912.07,1,0,0,18850.06,1.3215209118214042,0.2,0,0.075,0,0,0,1,5.8,0,896.05,0
312,10844047,756,0,1,28,6,203112.04,2,1,1,101487.82,2.0013242837979592,0.2857142857142857,0,0.85,3,0,0,2,4.0,0,5000.0,0
313,15881646,731,0,0,23,2,0.0,2,1,0,169654.19,0.0,0.6666666666666666,0,0.35,2,1,0,0,7.666666666666667,0,5000.0,0
314,17842665,368,0,0,36,1,0.0,2,1,0,30931.51,0.0,1.0,1,0.35,0,1,0,0,18.0,0,1403.09,0
315,16841597,348,0,0,73,2,245684.66,3,1,1,41871.34,5.867469073856394,1.0,3,0.925,0,0,0,0,24.333333333333332,0,2333.88,0
316,16588419,719,0,0,22,0,0.0,1,1,1,151474.64,0.0,1.0,0,0.775,2,1,0,0,22.0,0,5000.0,0
317,19297196,514,0,1,36,2,213284.45,2,1,1,131240.55,1.6251290083056777,0.6666666666666666,1,0.85,0,0,0,0,12.0,0,5000.0,0
318,13657363,480,1,1,21,5,206651.64,1,0,0,47873.8,4.316501374418275,0.16666666666666666,0,0.075,0,0,0,1,3.5,1,2415.0,0
319,15642744,518,0,0,66,8,116179.47,1,0,0,42536.79,2.731206064066798,0.1111111111111111,3,0.075,0,0,0,2,7.333333333333333,1,2512.65,0
320,17496540,777,2,1,79,9,0.0,2,1,1,23389.77,0.0,0.2,3,0.85,3,1,0,2,7.9,0,1689.94,0
321,13753384,500,2,0,57,7,132044.63,2,1,1,13352.66,9.888272578454147,0.25,2,0.85,0,0,0,2,7.125,0,876.3,0
322,13145518,503,0,1,85,3,74852.62,1,0,0,90292.51,0.8289922498305803,0.25,3,0.075,0,0,0,1,21.25,1,4031.52,1
323,15127227,520,0,1,69,10,122145.35,1,0,0,30492.96,4.005558805743826,0.09090909090909091,3,0.075,0,0,0,2,6.2727272727272725,1,1977.29,1
324,10000400,329,1,0,75,10,36065.04,1,0,0,65499.24,0.550609280210271,0.09090909090909091,3,0.075,0,0,0,2,6.818181818181818,0,4244.73,1
325,11971825,320,2,1,41,3,0.0,4,1,0,176046.69,0.0,1.0,1,0.5,0,1,0,1,10.25,0,5000.0,0
326,12878284,528,1,1,82,0,185239.32,2,1,1,19376.46,9.55952534542711,2.0,3,0.85,0,0,0,0,82.0,0,815.79,0
327,12134236,309,2,1,65,4,20197.5,1,0,1,161387.02,0.12514869443221374,0.2,3,0.575,0,0,0,1,13.0,0,5000.0,0
328,18347975,716,1,1,24,5,0.0,1,1,0,82508.69,0.0,0.16666666666666666,0,0.275,2,1,0,1,4.0,0,4158.66,0
329,14156422,533,1,1,24,7,0.0,2,1,1,88258.29,0.0,0.25,0,0.85,0,1,0,2,3.0,0,5000.0,0
330,13046652,576,0,0,85,1,216094.92,2,1,0,194806.47,1.1092743004156873,1.0,3,0.35,0,0,1,0,42.5,1,5000.0,1
331,19529830,485,1,1,38,5,0.0,2,0,1,118011.01,0.0,0.3333333333333333,1,0.65,0,1,0,1,6.333333333333333,0,5000.0,0
332,13310607,720,0,0,52,3,159530.07,2,0,1,16960.82,9.405244838112893,0.5,2,0.65,2,0,0,1,13.0,0,885.14,0
333,14255209,535,1,0,75,5,0.0,1,0,0,160827.26,0.0,0.16666666666666666,3,0.075,0,1,0,1,12.5,0,5000.0,0
334,14469834,319,2,1,75,0,212975.77,1,1,0,115359.74,1.8461720165803372,1.0,3,0.275,0,0,0,0,75.0,1,4155.09,1
335,18804651,569,0,1,20,5,219414.18,1,0,0,157642.45,1.39183822734151,0.16666666666666666,0,0.075,0,0,1,1,3.3333333333333335,1,5000.0,0
336,14948189,397,1,0,64,0,23755.47,1,0,1,38730.9,0.613330871968584,1.0,3,0.575,0,0,0,0,64.0,0,1394.6,0
337,16550997,627,0,0,86,9,74842.58,2,1,1,59878.47,1.249887148299743,0.2,3,0.85,1,0,0,2,8.6,0,4326.55,0
338,10987952,610,1,0,44,7,0.0,2,0,0,183000.3,0.0,0.25,1,0.15,1,1,0,2,5.5,0,5000.0,0
339,10323192,561,0,1,58,10,0.0,2,0,1,91674.97,0.0,0.18181818181818182,2,0.65,0,1,0,2,5.2727272727272725,0,5000.0,0
340,18474129,512,2,0,37,7,0.0,1,0,0,107030.75,0.0,0.125,1,0.075,0,1,0,2,4.625,0,5000.0,1
341,17193831,628,0,0,72,10,196791.61,2,0,0,132194.42,1.4886416639850304,0.18181818181818182,3,0.15,1,0,0,2,6.545454545454546,1,5000.0,1
342,11853537,674,2,0,26,2,0.0,4,1,1,110375.76,0.0,1.3333333333333333,0,1.0,2,1,0,0,8.666666666666666,0,5000.0,1
343,10773637,784,2,1,56,0,135901.51,1,0,1,152617.9,0.8904631733029135,1.0,2,0.575,3,0,0,0,56.0,0,5000.0,0
344,13132303,830,1,0,48,9,186941.4,1,0,0,52402.49,3.567346373304526,0.1,2,0.075,4,0,0,2,4.8,1,3246.92,1
345,13342788,345,2,1,66,7,179519.35,2,0,1,184959.46,0.9705823071590545,0.25,3,0.65,0,0,1,2,8.25,0,5000.0,0
346,14087715,663,2,0,55,7,82092.24,1,0,1,20199.72,4.063827427933262,0.125,2,0.575,1,0,0,2,6.875,0,1135.44,0
347,11558877,346,2,1,91,3,196778.0,2,0,0,104905.05,1.8757545441850112,0.5,3,0.15,0,0,0,1,22.75,1,5000.0,1
348,11605088,529,0,0,91,3,161985.6,1,0,1,199554.0,0.8117341083911703,0.25,3,0.575,0,0,1,1,22.75,0,5000.0,0
349,12856270,708,1,1,39,7,0.0,1,0,0,135169.93,0.0,0.125,1,0.075,2,1,0,2,4.875,0,5000.0,0
350,18014402,598,0,0,20,4,0.0,2,0,0,101612.88,0.0,0.4,0,0.15,1,1,0,1,4.0,0,5000.0,0
351,13994084,745,1,1,54,0,190259.99,1,0,1,190982.69,0.996210671183492,1.0,2,0.575,3,0,1,0,54.0,0,5000.0,0
352,15118611,802,0,1,62,3,0.0,1,1,1,24817.47,0.0,0.25,3,0.775,4,1,0,1,15.5,0,1108.13,0
353,13964514,836,1,0,74,4,32590.59,1,1,1,90252.29,0.36110140694040077,0.2,3,0.775,4,0,0,1,14.8,0,4289.41,1
354,16233544,670,1,0,57,9,108000.58,1,0,0,181675.76,0.5944655772152696,0.1,2,0.075,2,0,0,2,5.7,1,5000.0,1
355,13222181,671,0,1,61,3,230820.89,1,1,0,139246.6,1.6576292158715842,0.25,3,0.275,2,0,0,1,15.25,1,5000.0,1
356,13769584,742,1,0,19,5,0.0,2,1,1,80002.88,0.0,0.3333333333333333,0,0.85,3,1,0,1,3.1666666666666665,0,4704.41,0
357,19654546,428,2,1,75,6,0.0,1,1,1,195735.46,0.0,0.14285714285714285,3,0.775,0,1,0,2,10.714285714285714,0,5000.0,0
358,18073221,466,2,0,42,1,71123.67,1,0,1,154236.07,0.46113213898578337,0.5,1,0.575,0,0,0,0,21.0,0,5000.0,0
359,18272078,488,0,0,46,6,0.0,1,0,1,195690.4,0.0,0.14285714285714285,2,0.575,0,1,0,2,6.571428571428571,0,5000.0,0
360,14520904,710,1,0,49,2,0.0,2,0,1,120899.34,0.0,0.6666666666666666,2,0.65,2,1,0,0,16.333333333333332,0,5000.0,0
361,12230778,493,2,0,23,9,244952.51,1,1,0,11553.69,21.199401282076803,0.1,0,0.275,0,0,0,2,2.3,1,717.96,0
362,19723882,376,0,1,55,3,144589.78,2,0,0,194668.66,0.7427442982126747,0.5,2,0.15,0,0,0,1,13.75,1,5000.0,1
363,16269203,740,0,1,46,3,153527.36,2,0,1,166573.4,0.9216743989472571,0.5,2,0.65,3,0,0,1,11.5,0,5000.0,0
364,18973323,713,0,0,35,4,229207.51,1,1,1,114556.11,2.0008143536442216,0.2,1,0.775,2,0,0,1,7.0,0,5000.0,0
365,19808655,627,1,1,36,3,237358.47,1,0,1,40569.32,5.850544683896997,0.25,1,0.575,1,0,0,1,9.0,0,1813.57,0
366,15413769,785,0,1,20,6,0.0,2,1,1,177378.21,0.0,0.2857142857142857,0,0.85,3,1,0,2,2.857142857142857,0,5000.0,0
367,11738697,736,2,0,84,7,61952.13,1,0,0,131097.3,0.4725624207178888,0.125,3,0.075,2,0,0,2,10.5,1,5000.0,1
368,18125018,796,1,1,40,10,155490.03,2,1,0,10576.45,14.700143229228216,0.18181818181818182,1,0.35,3,0,0,2,3.6363636363636362,1,801.41,1
369,10141575,443,0,1,83,9,5885.53,3,0,0,103818.05,0.0566902702346053,0.3,3,0.225,0,0,0,2,8.3,0,5000.0,1
370,10435991,364,2,0,80,2,82794.92,2,0,0,196640.29,0.4210454477795584,0.6666666666666666,3,0.15,0,0,0,0,26.666666666666668,1,5000.0,0
371,15248427,488,2,1,52,6,0.0,1,1,0,121339.86,0.0,0.14285714285714285,2,0.275,0,1,0,2,7.428571428571429,0,5000.0,0
372,18136819,757,0,1,78,3,133251.89,1,1,0,145038.29,0.9187296076807878,0.25,3,0.275,3,0,0,1,19.5,1,5000.0,0
373,14603560,809,0,1,33,8,151341.71,1,0,1,135029.51,1.1207964037164637,0.1111111111111111,1,0.575,4,0,0,2,3.6666666666666665,0,5000.0,0
374,10740711,360,0,1,31,0,51308.54,1,1,0,108560.38,0.4726224003416316,1.0,1,0.275,0,0,0,0,31.0,1,3908.72,1
375,16132377,771,0,0,85,10,0.0,2,1,0,141496.94,0.0,0.18181818181818182,3,0.35,3,1,0,2,7.7272727272727275,0,5000.0,0
376,13310080,563,0,0,66,4,102197.81,1,0,0,47195.2,2.1653821705984804,0.2,3,0.075,0,0,0,1,13.2,1,2243.88,0
